recipe_code,name_en,step_order,instruction_en,instruction_vi
shakshouka,Shakshouka,7,Remove from the heat and let the residual heat steam the eggs for 1-2 minutes.,Nhấc ra khỏi bếp và để hơi nóng còn lại hấp trứng trong 1-2 phút.
shakshouka,Shakshouka,8,Serve with flatbread. Enjoy!,Dùng kèm với bánh mì dẹt. Chúc ngon miệng!
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,1,"Dried shrimp gives this Chinese dish a punch of salty umami flavor. You can find it at an Asian grocery store in the frozen or refrigerated section. Look for small-sized dried shrimp, about a 1/4-inch in size. If you use medium or large dried shrimp, hydrate the shrimp with more water (1 cup for medium-sized shrimp, 1 1/4 cup for large) and for longer time (45 to 60 minutes), then chop it up into smaller 1/4-inch chunks. To make this recipe vegetarian, omit the dried shrimp and use four or five dried shiitake mushrooms, rehydrated, and sliced thin.","Tôm khô mang lại hương vị umami mặn đậm đà cho món ăn Trung Quốc này. Bạn có thể tìm thấy tôm khô ở cửa hàng tạp hóa châu Á trong khu vực đông lạnh hoặc ướp lạnh. Tìm loại tôm khô cỡ nhỏ, khoảng 1/4 inch. Nếu bạn dùng tôm khô cỡ vừa hoặc lớn, hãy ngâm tôm với nhiều nước hơn (1 cốc cho tôm cỡ vừa, 1 1/4 cốc cho tôm lớn) và trong thời gian dài hơn (45 đến 60 phút), sau đó băm nhỏ thành các miếng khoảng 1/4 inch. Để làm món ăn chay này, bỏ tôm khô và dùng bốn hoặc năm nấm hương khô, ngâm nước và thái lát mỏng."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,2,Rehydrate the dried shrimp:,Ngâm tôm khô:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,3,Place the dried shrimp in a small bowl and pour the boiling water over it. Cover with a small plate and let sit for 30 minutes so the shrimp can rehydrate. The shrimp will be lighter in color and plump up slightly.,Cho tôm khô vào tô nhỏ và đổ nước sôi lên. Đậy bằng một đĩa nhỏ và ngâm trong 30 phút để tôm nở mềm. Tôm sẽ nhạt màu hơn và nở ra một chút.
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,4,Prep the cabbage:,Sơ chế bắp cải:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,5,"Meanwhile, split the napa cabbage in half lengthwise. Rinse the cabbage and shake it dry. Cut out the core of the cabbage and discard.","Trong lúc đó, chẻ dọc cải thảo làm đôi. Rửa cải thảo và rũ cho ráo nước. Cắt bỏ lõi cải thảo và vứt đi."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,6,"Set out two large bowls. Cut the remaining cabbage into 1-inch pieces, putting the thicker white pieces at the bottom of the cabbage into one bowl and the top thinner leafy green pieces into the other bowl.","Chuẩn bị hai tô lớn. Cắt phần bắp cải còn lại thành miếng 1 inch, cho phần gốc bắp cải màu trắng dày hơn vào một tô và phần lá xanh mỏng phía trên vào tô còn lại."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,7,Drain the shrimp:,Vớt tôm để ráo nước:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,8,"Once the shrimp has rehydrated, drain it and discard the liquid.","Tôm đã ngâm mềm, vớt ra và bỏ nước đi."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,9,Cook the shrimp and cabbage:,Xào tôm và bắp cải:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,10,"In a large wok or skillet over high heat add the peanut oil, swirling it around to coat the pan.","Cho dầu lạc vào chảo lớn hoặc chảo sâu lòng, đun nóng với lửa lớn, lắc chảo cho dầu tráng đều."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,11,"Heat until the oil looks shimmering hot, then carefully add the scallions, ginger, and rehydrated shrimp, paying specially attention as the wet ingredients may cause the hot oil to splatter. Toss with a spatula until the scallions are bright green and the entire mixture is fragrant, about 1 minute.","Đun nóng dầu cho đến khi thấy hơi lấp lánh, sau đó cho hành lá, gừng và tôm khô đã ngâm nở vào một cách cẩn thận, đặc biệt lưu ý vì các nguyên liệu ướt có thể làm dầu nóng bắn ra. Đảo nhanh bằng muỗng/xẻng bếp cho đến khi hành lá chuyển sang màu xanh tươi và toàn bộ hỗn hợp dậy mùi thơm, khoảng 1 phút."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,12,"Add the thicker white part of the napa cabbage to the pan and lower the heat to medium high. Continue to cook and stir for 3 to 4 minutes, or until the edges of the cabbage pieces start to look slightly translucent but the center of the cabbage pieces are still opaque white.","Cho phần cọng cải thảo dày vào chảo rồi hạ lửa xuống mức vừa cao. Tiếp tục xào trong 3 đến 4 phút, hoặc cho đến khi mép cải bắt đầu hơi trong nhưng phần giữa vẫn còn màu trắng đục."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,13,"Reduce the heat to medium low and add the leafy green pieces of cabbage into the pan. Cook until the leaves are wilted, about 2 minutes.","Giảm lửa xuống vừa nhỏ và thêm các miếng lá xanh của bắp cải vào chảo. Nấu cho đến khi lá bắp cải mềm héo, khoảng 2 phút."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,14,Make a cornstarch slurry:,Pha bột năng/bột bắp với nước:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,15,"In a small bowl, combine the soy sauce, cold water, and cornstarch, stirring to make a slurry. Then pour over the cabbage and continue to cook and stir until a sauce has thickened slightly to the consistency of whole milk.","Cho xì dầu, nước lạnh và bột bắp vào bát nhỏ, khuấy đều để tạo thành hỗn hợp sền sệt. Sau đó, đổ hỗn hợp lên bắp cải và tiếp tục nấu và khuấy cho đến khi nước sốt sánh lại một chút, đạt độ sệt như sữa tươi nguyên kem."
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,16,Season the stir fry:,Nêm nếm món xào:
napa-cabbage-with-dried-shrimp,Napa Cabbage with Dried Shrimp,17,"Season the stir fry with salt and pepper, then taste and add more salt and pepper if you wish. The cabbage will be translucent and silky looking, with specks of dried shrimp all over.","Nêm muối và tiêu vào món xào, sau đó nếm thử và thêm muối tiêu nếu muốn. Bắp cải sẽ trở nên trong mờ và óng ả, với các đốm tôm khô rải rác khắp nơi."
clam-chorizo--white-bean-stew,"Clam, chorizo & white bean stew",1,"Fry the chorizo in a large frying pan with a lid, over a medium heat until it is starting to crisp up and release its oil. Add the onion and cook for 5 mins until starting to soften. Then add the garlic and finely chopped parsley, and fry for 1 min more.","Chiên xúc xích chorizo trong chảo lớn có nắp, ở lửa vừa cho đến khi bắt đầu giòn và tiết ra dầu. Thêm hành tây vào xào khoảng 5 phút cho đến khi bắt đầu mềm. Sau đó thêm tỏi và rau mùi tây xắt nhỏ vào, chiên thêm 1 phút nữa."
clam-chorizo--white-bean-stew,"Clam, chorizo & white bean stew",2,"Pour on the stock and tomatoes. Bring to the boil, reduce the heat, then add the beans and sherry vinegar. Simmer for 10 mins until the liquid is slightly reduced.","Đổ nước dùng và cà chua vào. Đun sôi, giảm lửa nhỏ, sau đó cho đậu và giấm sherry vào. Kho/Hầm khoảng 10 phút cho đến khi nước hơi cạn."
clam-chorizo--white-bean-stew,"Clam, chorizo & white bean stew",3,"Scatter over the clams, cover with the lid and steam for 2-4 mins, shaking the pan occasionally until the clams are open. Have a little taste before seasoning, as the clams can be quite salty. Then scatter over the chopped parsley. Eat with lots of crusty bread.","Rắc nghêu lên trên, đậy nắp và hấp trong 2-4 phút, thỉnh thoảng lắc chảo cho đến khi nghêu mở miệng. Nếm thử trước khi nêm gia vị, vì nghêu có thể khá mặn. Sau đó rắc ngò tây thái nhỏ lên trên. Ăn kèm với nhiều bánh mì vỏ giòn."
vietnamese-prawn-spiralized-rolls,Vietnamese prawn spiralized rolls,1,Mix all the ingredients for the dipping sauce along with 50ml water in a bowl and set aside to allow the sugar to dissolve and flavour to infuse.,"Trộn tất cả các nguyên liệu làm nước chấm cùng với 50ml nước vào tô, để riêng cho đường tan hết và ngấm gia vị."
vietnamese-prawn-spiralized-rolls,Vietnamese prawn spiralized rolls,2,"To assemble the rolls, fill a wide bowl with warm water and grab a clean damp tea towel to work on. Dip a rice paper wrapper into the water for a few seconds until it softens then carefully place onto the tea towel.","Để cuốn chả giò, đổ nước ấm vào tô rộng và chuẩn bị một chiếc khăn trà sạch, ẩm để cuốn. Nhúng bánh tráng vào nước vài giây cho mềm rồi cẩn thận đặt lên khăn trà."
vietnamese-prawn-spiralized-rolls,Vietnamese prawn spiralized rolls,3,"Put a few mint and coriander leaves in the centre of the wrapper then top with two prawns and a small handful of the spiralized veg, which may need to be cut up if the spirals are too long.","Đặt vài lá bạc hà và ngò rí vào giữa bánh tráng, sau đó cho hai con tôm và một nắm nhỏ rau củ thái sợi lên trên, có thể cần cắt ngắn nếu sợi quá dài."
vietnamese-prawn-spiralized-rolls,Vietnamese prawn spiralized rolls,4,"Fold the sides of the wrapper into the centre, over the filling, then fold in the edges, so that the filling is completely encased, then tightly roll. Repeat until all of the wrappers and filling have been used. To serve, slice on a diagonal and eat with the dipping sauce.","Gấp hai bên của vỏ bánh vào giữa, phủ lên nhân, sau đó gấp các mép lại sao cho nhân được bọc kín hoàn toàn, rồi cuộn chặt. Lặp lại cho đến khi hết vỏ bánh và nhân. Khi dùng, cắt chéo và ăn kèm với nước chấm."
chicken-basquaise,Chicken Basquaise,1,"Preheat the oven to 180°C/Gas mark 4. Have the chicken joints ready to cook. Heat the butter and 3 tbsp olive oil in a flameproof casserole or large frying pan. Brown the chicken pieces in batches on both sides, seasoning them with salt and pepper as you go. Don't crowd the pan - fry the chicken in small batches, removing the pieces to kitchen paper as they are done.","Làm nóng lò nướng ở 180°C/Gas mark 4. Chuẩn bị sẵn các phần thịt gà để nấu. Đun nóng bơ và 3 muỗng canh dầu ô liu trong nồi hầm chống cháy hoặc chảo lớn. Chiên vàng các miếng thịt gà theo từng đợt, nêm muối và tiêu khi chiên. Đừng làm chật chảo - chiên gà thành từng mẻ nhỏ, gắp ra giấy thấm dầu khi đã chín."
chicken-basquaise,Chicken Basquaise,2,"Add a little more olive oil to the casserole and fry the onions over a medium heat for 10 minutes, stirring frequently, until softened but not browned. Add the rest of the oil, then the peppers and cook for another 5 minutes.","Thêm một chút dầu ô liu vào nồi và phi hành tây ở lửa vừa trong 10 phút, khuấy thường xuyên cho đến khi mềm nhưng không bị cháy xém. Thêm phần dầu còn lại, sau đó cho ớt chuông vào và nấu thêm 5 phút nữa."
chicken-basquaise,Chicken Basquaise,3,"Add the chorizo, sun-dried tomatoes and garlic and cook for 2-3 minutes. Add the rice, stirring to ensure it is well coated in the oil. Stir in the tomato paste, paprika, bay leaves and chopped thyme. Pour in the stock and wine. When the liquid starts to bubble, turn the heat down to a gentle simmer. Press the rice down into the liquid if it isn't already submerged and place the chicken on top. Add the lemon wedges and olives around the chicken.","Thêm xúc xích chorizo, cà chua khô và tỏi vào xào trong 2-3 phút. Thêm gạo vào, khuấy để đảm bảo gạo được phủ đều dầu. Cho vào cà chua xay, ớt bột paprika, lá nguyệt quế và cỏ xạ hương đã cắt nhỏ. Rót nước dùng và rượu vào. Khi chất lỏng bắt đầu sủi bọt, vặn lửa nhỏ xuống mức liu riu. Ấn gạo xuống chất lỏng nếu gạo chưa ngập hẳn và đặt gà lên trên. Thêm các lát chanh và ô liu xung quanh gà."
chicken-basquaise,Chicken Basquaise,4,"Cover and cook in the oven for 50 minutes. The rice should be cooked but still have some bite, and the chicken should have juices that run clear when pierced in the thickest part with a knife. If not, cook for another 5 minutes and check again.","Đậy nắp và nướng trong lò khoảng 50 phút. Cơm phải chín nhưng vẫn còn độ dai, và thịt gà khi dùng dao đâm vào chỗ dày nhất sẽ chảy ra nước trong. Nếu chưa đạt, nướng thêm 5 phút nữa và kiểm tra lại."
thai-rice-noodle-salad,Thai rice noodle salad,1,"Place the noodles and beansprouts in a heatproof bowl and cover with boiling water. Leave for 4 mins, or until the noodles are tender. Drain, then cool under cold running water and drain again. Return to the bowl.","Cho mì và giá đỗ vào tô chịu nhiệt, đổ nước sôi ngập. Để khoảng 4 phút, hoặc cho đến khi mì mềm. Chắt bỏ nước, sau đó xả dưới vòi nước lạnh rồi chắt nước lần nữa. Cho trở lại vào tô."
